,path,label,label_int
52,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000062_224resized.png,cheetah,0
53,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000063_224resized.png,cheetah,0
54,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000065_224resized.png,cheetah,0
55,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000066_224resized.png,cheetah,0
56,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000067_224resized.png,cheetah,0
57,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000068_224resized.png,cheetah,0
58,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000070_224resized.png,cheetah,0
59,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000072_224resized.png,cheetah,0
60,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000073_224resized.png,cheetah,0
61,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000077_224resized.png,cheetah,0
62,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000078_224resized.png,cheetah,0
63,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000079_224resized.png,cheetah,0
64,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000080_224resized.png,cheetah,0
65,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000081_224resized.png,cheetah,0
66,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000083_224resized.png,cheetah,0
67,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000084_224resized.png,cheetah,0
68,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000085_224resized.png,cheetah,0
69,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000086_224resized.png,cheetah,0
70,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000087_224resized.png,cheetah,0
71,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000088_224resized.png,cheetah,0
72,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000089_224resized.png,cheetah,0
73,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000091_224resized.png,cheetah,0
74,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000092_224resized.png,cheetah,0
75,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000094_224resized.png,cheetah,0
76,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000095_224resized.png,cheetah,0
77,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000096_224resized.png,cheetah,0
78,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000097_224resized.png,cheetah,0
79,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000098_224resized.png,cheetah,0
80,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000101_224resized.png,cheetah,0
81,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000102_224resized.png,cheetah,0
82,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000103_224resized.png,cheetah,0
83,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000104_224resized.png,cheetah,0
84,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000108_224resized.png,cheetah,0
85,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000109_224resized.png,cheetah,0
86,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000111_224resized.png,cheetah,0
87,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000113_224resized.png,cheetah,0
88,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000115_224resized.png,cheetah,0
89,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000116_224resized.png,cheetah,0
90,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000117_224resized.png,cheetah,0
91,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000118_224resized.png,cheetah,0
92,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000119_224resized.png,cheetah,0
93,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000120_224resized.png,cheetah,0
94,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000122_224resized.png,cheetah,0
95,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000124_224resized.png,cheetah,0
96,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000125_224resized.png,cheetah,0
97,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000126_224resized.png,cheetah,0
98,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000127_224resized.png,cheetah,0
99,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000129_224resized.png,cheetah,0
100,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000131_224resized.png,cheetah,0
101,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000132_224resized.png,cheetah,0
102,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000134_224resized.png,cheetah,0
103,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000136_224resized.png,cheetah,0
104,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000137_224resized.png,cheetah,0
105,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000138_224resized.png,cheetah,0
106,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000139_224resized.png,cheetah,0
107,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000145_224resized.png,cheetah,0
108,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000146_224resized.png,cheetah,0
109,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000147_224resized.png,cheetah,0
110,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000148_224resized.png,cheetah,0
111,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000150_224resized.png,cheetah,0
112,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000151_224resized.png,cheetah,0
113,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000152_224resized.png,cheetah,0
114,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000154_224resized.png,cheetah,0
115,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000155_224resized.png,cheetah,0
116,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000159_224resized.png,cheetah,0
117,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000160_224resized.png,cheetah,0
118,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000161_224resized.png,cheetah,0
119,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000162_224resized.png,cheetah,0
120,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000163_224resized.png,cheetah,0
121,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000165_224resized.png,cheetah,0
122,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000166_224resized.png,cheetah,0
123,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000167_224resized.png,cheetah,0
124,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000168_224resized.png,cheetah,0
125,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000169_224resized.png,cheetah,0
126,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000170_224resized.png,cheetah,0
127,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000172_224resized.png,cheetah,0
128,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000173_224resized.png,cheetah,0
129,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000174_224resized.png,cheetah,0
130,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000175_224resized.png,cheetah,0
131,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000177_224resized.png,cheetah,0
132,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000178_224resized.png,cheetah,0
133,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000179_224resized.png,cheetah,0
134,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000180_224resized.png,cheetah,0
135,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000182_224resized.png,cheetah,0
136,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000183_224resized.png,cheetah,0
137,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000185_224resized.png,cheetah,0
138,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000186_224resized.png,cheetah,0
139,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000187_224resized.png,cheetah,0
140,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000189_224resized.png,cheetah,0
141,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000191_224resized.png,cheetah,0
142,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000192_224resized.png,cheetah,0
143,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000195_224resized.png,cheetah,0
144,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000197_224resized.png,cheetah,0
145,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000198_224resized.png,cheetah,0
146,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000199_224resized.png,cheetah,0
147,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000200_224resized.png,cheetah,0
148,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000201_224resized.png,cheetah,0
149,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000202_224resized.png,cheetah,0
150,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000203_224resized.png,cheetah,0
151,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000204_224resized.png,cheetah,0
152,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000205_224resized.png,cheetah,0
153,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000206_224resized.png,cheetah,0
154,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000207_224resized.png,cheetah,0
155,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000208_224resized.png,cheetah,0
156,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000209_224resized.png,cheetah,0
157,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000210_224resized.png,cheetah,0
158,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000211_224resized.png,cheetah,0
159,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000214_224resized.png,cheetah,0
160,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000215_224resized.png,cheetah,0
161,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000216_224resized.png,cheetah,0
162,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000217_224resized.png,cheetah,0
163,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000219_224resized.png,cheetah,0
164,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000220_224resized.png,cheetah,0
165,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000221_224resized.png,cheetah,0
166,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000222_224resized.png,cheetah,0
167,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000224_224resized.png,cheetah,0
168,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000225_224resized.png,cheetah,0
169,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000226_224resized.png,cheetah,0
170,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000227_224resized.png,cheetah,0
171,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000230_224resized.png,cheetah,0
172,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000232_224resized.png,cheetah,0
173,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000234_224resized.png,cheetah,0
174,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000235_224resized.png,cheetah,0
175,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000236_224resized.png,cheetah,0
176,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000239_224resized.png,cheetah,0
177,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000240_224resized.png,cheetah,0
178,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000242_224resized.png,cheetah,0
179,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000244_224resized.png,cheetah,0
180,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000245_224resized.png,cheetah,0
181,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000246_224resized.png,cheetah,0
182,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000247_224resized.png,cheetah,0
183,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000248_224resized.png,cheetah,0
184,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000250_224resized.png,cheetah,0
185,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000251_224resized.png,cheetah,0
186,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000252_224resized.png,cheetah,0
187,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000254_224resized.png,cheetah,0
188,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000255_224resized.png,cheetah,0
189,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000256_224resized.png,cheetah,0
190,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000257_224resized.png,cheetah,0
191,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000258_224resized.png,cheetah,0
192,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000262_224resized.png,cheetah,0
193,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000263_224resized.png,cheetah,0
194,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000264_224resized.png,cheetah,0
195,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000265_224resized.png,cheetah,0
196,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000266_224resized.png,cheetah,0
197,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000267_224resized.png,cheetah,0
198,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000268_224resized.png,cheetah,0
199,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000271_224resized.png,cheetah,0
200,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000272_224resized.png,cheetah,0
201,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000273_224resized.png,cheetah,0
202,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000274_224resized.png,cheetah,0
203,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000276_224resized.png,cheetah,0
204,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000277_224resized.png,cheetah,0
205,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000278_224resized.png,cheetah,0
206,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000279_224resized.png,cheetah,0
207,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000281_224resized.png,cheetah,0
208,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000283_224resized.png,cheetah,0
209,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000285_224resized.png,cheetah,0
210,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000288_224resized.png,cheetah,0
211,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000289_224resized.png,cheetah,0
212,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000291_224resized.png,cheetah,0
213,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000292_224resized.png,cheetah,0
214,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000294_224resized.png,cheetah,0
215,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000295_224resized.png,cheetah,0
216,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000296_224resized.png,cheetah,0
217,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000299_224resized.png,cheetah,0
218,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000301_224resized.png,cheetah,0
219,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000304_224resized.png,cheetah,0
220,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000305_224resized.png,cheetah,0
221,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000306_224resized.png,cheetah,0
222,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000307_224resized.png,cheetah,0
223,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000308_224resized.png,cheetah,0
224,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000309_224resized.png,cheetah,0
225,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000310_224resized.png,cheetah,0
226,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000311_224resized.png,cheetah,0
227,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000312_224resized.png,cheetah,0
228,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000313_224resized.png,cheetah,0
229,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000315_224resized.png,cheetah,0
230,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000316_224resized.png,cheetah,0
231,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000317_224resized.png,cheetah,0
232,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000318_224resized.png,cheetah,0
233,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000319_224resized.png,cheetah,0
234,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000325_224resized.png,cheetah,0
235,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000326_224resized.png,cheetah,0
236,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000328_224resized.png,cheetah,0
237,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000329_224resized.png,cheetah,0
238,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000330_224resized.png,cheetah,0
239,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000333_224resized.png,cheetah,0
240,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000338_224resized.png,cheetah,0
241,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000339_224resized.png,cheetah,0
242,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000340_224resized.png,cheetah,0
243,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000341_224resized.png,cheetah,0
244,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000344_224resized.png,cheetah,0
245,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000345_224resized.png,cheetah,0
246,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000348_224resized.png,cheetah,0
247,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000351_224resized.png,cheetah,0
248,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000353_224resized.png,cheetah,0
249,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000354_224resized.png,cheetah,0
250,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000355_224resized.png,cheetah,0
251,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000356_224resized.png,cheetah,0
252,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000357_224resized.png,cheetah,0
253,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000359_224resized.png,cheetah,0
254,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000360_224resized.png,cheetah,0
255,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000362_224resized.png,cheetah,0
256,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000368_224resized.png,cheetah,0
257,../DataLoader/Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000369_224resized.png,cheetah,0
